item_id_a,item_id_b,name_a,name_b,brand_a,brand_b,size_a,size_b,pl_a,pl_b,composite,stratum,label,reason,judge
2214832,2144558,"Native Liquid Hand Soap, Lilac & White Tea, Non-drying, Naturally Derived Cleansers, Sulfate Free, 13 fl oz",Native Lilac & White Tea Liquid Hand Soap,native,native,13fl_oz,13fl_oz,False,False,0.8724094901742221,very_high,1,"Same brand/class (Native national), same product type (liquid hand soap), same variant (Lilac & White Tea), and same size (13 fl oz).",gpt-5-nano
1941953,97268,"Chef Boyardee Mac and Cheese, Microwavable Meal, 7.5 oz. Bowl","Chef Boyardee Beefaroni, Pasta in Tomato and Meat Sauce, Microwavable Meal",chef boyardee,chef boyardee,7.5oz,7.5oz,False,False,0.8750697859649865,very_high,0,"Same brand and size, but different product variant (Mac and Cheese vs Beefaroni).",gpt-5-nano
1921470,2146672,"Maybelline Lifter Glaze Hydrating Lip GlossOil Balm with Hydrating Oil Blend, Pink Drip, 0.1 oz",Maybelline Lifter Glaze Pink Drip 002 Oil Balm,maybelline lifter,maybelline,0.1oz,0.1oz,False,False,0.8801255139784725,very_high,1,"Same brand class (national Maybelline), same product type (Lifter Glaze hydrating lip gloss/oil balm), same variant/color (Pink Drip/002), and same size (0.1 oz).",gpt-5-nano
1939333,111089,"Dixie Ultra Disposable Paper Plates, 10"", Multi-Color, 100 Count",Dixie Ultra 10.06 Inch Plates,dixie ultra,dixie ultra,100ct,100ct,False,False,0.8577377218263369,very_high,0,"Product type/variant not the same: A is “Disposable Paper Plates, 10"" Multi-Color” while B is just “10.06 Inch Plates”; flavor/variant details don’t match.",gpt-5-nano
1923454,104923,"Lindt Lindor White Chocolate Candy Truffles, 5.1 oz. Bag","Lindt Lindor Chocolate Truffles, White",lindt lindor,lindt lindor,5.1oz,5.1oz,False,False,0.946928764840577,very_high,1,"Same brand class (national Lindt Lindor), same product type (Lindor truffles), same flavor (white chocolate), and same size (5.1 oz).",gpt-5-nano
2671102,104688,"(2 pack) StarKist Light Tuna in Water, Wild Caught, 17g Protein, 2.6 oz Pouch","StarKist Light Tuna in Water, Wild Caught",starkist light,starkist,2.6oz,2.6oz,False,False,0.9123798574561186,very_high,1,"Same brand class (national), same product type (Light tuna in water), same variant (Light, wild caught), and same size per pouch (2.6 oz); multipack differs only in count, not per-unit size.",gpt-5-nano
1931711,105379,"GOYA Rice & Pigeon Peas, Authentic Caribbean Recipe, 7 oz",Goya Rice & Pigeon Peas,goya rice,goya,7oz,7oz,False,False,0.8858225748662838,very_high,1,"Same brand (national), same product type (Rice & Pigeon Peas), same variant, and same size (7 oz).",gpt-5-nano
1924692,105350,"Kikkoman Broccoli & Beef Stir-Fry Seasoning Mix, 1 oz Packet",Kikkoman Broccoli-Beef Seasoning Mix,kikkoman broccoli,kikkoman,1oz,1oz,False,False,0.909710732316337,very_high,1,"Same brand (national), same product type (broccoli & beef stir-fry seasoning mix), same variant, and same size (1 oz).",gpt-5-nano
2115219,954501,"Marie Callender's New Orleans Style Chicken Alfredo Bowl, Frozen Meal, 11 oz. (Frozen)","Marie Callender's Savory Chicken Fried Rice Bowl, Frozen Meal",marie callender s,marie callender s,11oz,11oz,False,False,0.893262575435305,very_high,0,"Same brand class and 11 oz frozen bowl, but different product variant/flavor (Chicken Alfredo vs Chicken Fried Rice).",gpt-5-nano
2110382,958499,"Chester's Fries Potato Crisps Honey BBQ Flavored Snacks, 4.25 oz Bag",Chester's Honey BBQ Flavored Potato Crisps,chester s fries,chester s,4.25oz,4.25oz,False,False,0.8819417465009005,very_high,1,"Same brand, private-label status, product type (potato crisps/fries), flavor (Honey BBQ), and size (4.25 oz).",gpt-5-nano
2088200,89538,"Lindeman's Bin 40 Merlot Australian Red Wine, 750ml Glass Bottle, 14% ABV",Lindeman's Bin 45 Cabernet Sauvignon,lindeman s bin,lindeman s bin,750ml,750ml,False,False,0.8732478960718191,very_high,0,"Both are Lindeman's Bin wines at 750ml and same brand class, but Bin 40 Merlot (A) is a different variant/flavor from Bin 45 Cabernet Sauvignon (B).",gpt-5-nano
363492,104695,"Kool-Aid Unsweetened Cherry Powdered Soft Drink Mix, 0.13 oz Packet, Powders",Kool-Aid Caffeine Free Unsweetened Black Cherry Drink Mix,kool aid unsweetened,kool aid,0.13oz,0.13oz,False,False,0.8547040452792143,very_high,0,"Both are Kool-Aid 0.13 oz unsweetened black cherry drink mixes, but Store B is caffeine-free while Store A is not specified as caffeine-free; variants differ.",gpt-5-nano
2107280,104020,"McCormick Garlic Pepper Seasoning Grinder, 1.23 oz Bottle",McCormick Garlic Pepper Seasoning Grinder,mccormick,mccormick,1.23oz,1.23oz,False,False,0.9592630268884376,very_high,1,"Same brand, same product (Garlic Pepper Seasoning Grinder), same size 1.23 oz, same brand class (national).",gpt-5-nano
2203765,1084722,"Cadbury Creme Egg Chocolate with Fondant Easter Candy, Eggs 1.2 oz, 12 Count",Cadbury Chocolate Creme Egg,cadbury,cadbury,1.2oz,1.2oz,False,False,0.890050095886774,very_high,0,"Names differ: store A is a 12-count 1.2 oz pack, while store B appears to be a single Creme Egg; size/count alignment not confirmed.",gpt-5-nano
2194129,98256,"(2 pack) Pillsbury Hot Roll Mix, 16 oz Box",Pillsbury Hot Roll Mix,pillsbury,pillsbury,16oz,16oz,False,False,0.9261234219656062,very_high,0,Mismatch in package count: A is a 2-pack while B appears to be a single box; size alone (16 oz) is not enough to confirm interchangeability.,gpt-5-nano
2063770,112756,"(3 pack) hello Epic Whitening Charcoal Fluoride Free Toothpaste, Fresh Mint, 4.0 Oz Tube","Hello Flouride Free Toothpaste, Epic Whitening, Fresh Mint",hello epic,hello,4oz,4oz,False,False,0.857498501288272,very_high,0,Name indicates A is a 3-pack while B appears to be a single 4oz tube; multi-pack vs single not confirmed per-unit equivalence beyond the 4oz size.,gpt-5-nano
1942975,101867,"Carnation Breakfast Essentials Powder Protein Nutritional Shake Drink Mix Packets, Rich Milk Chocolate Breakfast Shake, 10 Count","Carnation Breakfast Essentials Nutritional Drink Mix, Rich Milk Chocolate",carnation breakfast,carnation,10ct,10ct,False,False,0.9004820926551931,very_high,1,"Same brand (national), same product type (breakfast essentials protein/nutritional drink mix packets), same flavor (rich milk chocolate), and same size (10 count).",gpt-5-nano
2093826,100171,"Manitoba Harvest Organic Hemp + Chia & Flax Seed Mixture 7 oz, Protein, Fiber, Omega 3&6","Manitoba Harvest Hemp Hearts Hemp Seeds, Organic, Shelled",manitoba harvest,manitoba harvest,7oz,7oz,False,False,0.8540328182843089,very_high,0,"Same brand and 7 oz, but different product type/variant: hemp seed mixture vs shelled hemp hearts.",gpt-5-nano
1921352,103025,"McCormick Kosher Concentrated Vanilla Flavor, 2.0 fl oz Box",McCormick Premium Vanilla Flavor,mccormick kosher,mccormick,2fl_oz,2fl_oz,False,False,0.8518837477904185,very_high,0,Different product variant/flavor details: one is 'Kosher Concentrated Vanilla Flavor' while the other is 'Premium Vanilla Flavor' (not explicitly kosher or concentrated).,gpt-5-nano
2391864,111327,Dove Men+Care Body Wash Skin Defense 18 fl oz.,"Dove Men+Care Body + Face Wash, Hydrating Clean Comfort",dove men care,dove men care,18fl_oz,18fl_oz,False,False,0.891202249360451,very_high,0,"Same brand class and size, but different variant/flavor (Skin Defense vs Hydrating Clean Comfort)",gpt-5-nano
2085340,112673,"Happy Baby Organics Yogis, Organic Freeze-Dried Yogurt Snack, Banana & Mango 1 oz Shelf Stable Bag",Happy Baby Organics Organic Yogis Freeze-Dried Yogurt & Fruit Snacks Mixed Berry,happy baby,happy baby,1oz,1oz,False,False,0.8792573837515607,very_high,0,"Same brand and size, but different flavor/variant (Banana & Mango vs Mixed Berry).",gpt-5-nano
365191,95946,"McCormick Pure Ground Black Pepper, 6 oz",McCormick Pure Ground Black Pepper,mccormick,mccormick,6oz,6oz,False,False,0.9629735502522394,very_high,1,"Same brand class (national), same product/variant (pure ground black pepper), and same size (6 oz).",gpt-5-nano
2078289,111200,"Rael Organic Cotton Cover Menstrual Overnight Pads, Unscented, for Maximum Absorbency, 12 Count",Rael Organic Overnight Cotton Cover Pads,rael organic,rael,12ct,12ct,False,False,0.8705907075245136,very_high,1,"Same brand (national), same product type (overnight cotton cover pads), same variant (unscented), and same size/count (12ct).",gpt-5-nano
957456,1086282,"Concord Foods Candy Apple Kit, 5 oz Package",Concord Foods Candy Apple Kit,concord foods,concord foods,5oz,5oz,False,False,0.9730770933108772,very_high,1,"Same brand and private-label status (national), same product (Candy Apple Kit) and same size (5 oz).",gpt-5-nano
2049436,951152,"Renuzit Gel Air Freshener, After the Rain, 7.0 Ounce, 3 Count","Renuzit Gel Air Freshener, After the Rain",renuzit gel,renuzit,7oz,7oz,False,False,0.9486714941279408,very_high,1,"Same brand (national), same product type (Renuzit Gel air freshener), same variant (After the Rain), same size (7 oz); multi-pack count differs but per-unit size matches.",gpt-5-nano
1931774,104645,"Goya Dulce de Leche Wafers, 4.94 oz","Goya Wafers, Dulce de Leche",goya dulce,goya,4.94oz,4.94oz,False,False,0.9101645378680624,very_high,1,"Same brand-class (national Goya), same product type (dulce de leche wafers), same flavor, and same size (4.94 oz).",gpt-5-nano
1914831,114628,"Tylenol 8 Hour Muscle Aches & Pain Tablets with Acetaminophen, 24 Count","Tylenol Muscle Aches & Pain, 650 mg, 8 HR, Caplets",tylenol 8,tylenol,24ct,24ct,False,False,0.8730735149178723,very_high,1,"Same brand class (national Tylenol), same product type (acetaminophen 8 hour muscle aches/pain caplets/tablets), same size (24 count). Names describe compatible 8 HR variant.",gpt-5-nano
2207968,111732,"SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid, 13 fl oz",SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid,sheamoisture,sheamoisture,13fl_oz,13fl_oz,False,False,0.9815762892998114,very_high,1,"Same brand and private-label status, same product (anti-dandruff shampoo) and same variant (apple cider vinegar & salicylic acid) with matching 13 fl oz size.",gpt-5-nano
1944837,955179,"BFree Foods, Gluten Free, Homestyle Sandwich White Sourdough Loaf, 14.1oz, 1 loaf",BFree Gluten Free Homestyle Sandwich White Sourdough Loaf,bfree foods,bfree,14.1oz,14.1oz,False,False,0.9273594016158244,very_high,1,"Same brand (bfree foods/national), same product type (gluten free homestyle sandwich white sourdough loaf), same size (14.1oz), and both are national/ non-private label.",gpt-5-nano
2102963,954279,"Edwards Singles Desserts Frozen Whipped Berry Cheesecake, 5.2 oz 2 Pack",Edwards Singles Desserts Frozen Cookies & Crème Pie,edwards,edwards,5.2oz,5.2oz,False,False,0.8757582838863551,very_high,0,"Same brand and 5.2 oz, but different dessert type/variant (Frozen Whipped Berry Cheesecake vs Frozen Cookies & Crème Pie).",gpt-5-nano
283236,103437,"Campbell's Condensed French Onion Soup, 10.5 oz Can",Campbell's Condensed French Onion Soup,campbell s condensed,campbell s,10.5oz,10.5oz,False,False,0.948585515255356,very_high,1,"Same brand/class (Campbell's national), same product type (condensed French onion soup), same variant (French Onion Soup), and same size (10.5 oz).",gpt-5-nano
1927054,1090441,"Hillshire Farm Polska Kielbasa Smoked Sausage Rope, 14 oz (Refrigerated)",Hillshire Farm Polska Kielbasa Smoked Sausage,hillshire farm,hillshire farm,14oz,14oz,False,False,0.9545980666435664,very_high,1,"Same brand (national), same product type (Hillshire Farm Polska Kielbasa smoked sausage), same size (14 oz); refrigerated detail and name wording do not change the item.",gpt-5-nano
1922237,95110,"Marie Callender's Fettuccini With Chicken & Broccoli, Frozen Meal, 13 oz (frozen)","Marie Callender's Fettuccini With Chicken & Broccoli, Frozen Meal",marie callender s,marie callender s,13oz,13oz,False,False,0.9848559960505872,very_high,1,"Same brand (national), same product type (frozen fettuccini with chicken & broccoli meal), same variant/flavor, and same size 13 oz.",gpt-5-nano
2067421,101152,"(4 pack) Goya Low Sodium Red Kidney Beans, 29 oz","Goya Kidney Beans, Red, Premium",goya low,goya,29oz,29oz,False,False,0.8636276654427493,very_high,0,A is a 4-pack low-sodium red kidney beans; B is single-pack premium red kidney beans (not explicitly low-sodium and multi-pack differs).,gpt-5-nano
2104715,1084694,"Campfire Giant Roaster Marshmallow, 28 Ounce",Campfire Giant Roasters Marshmallows,campfire,campfire,28oz,28oz,False,False,0.9367381903865312,very_high,1,"Same brand class (national), same product type (giant roaster marshmallows), same variant (marshmallows), and same size (28oz).",gpt-5-nano
2208203,1090303,"Haribo Goldbears Gummy Bears, Strawberry Goldbears Candy Gummies, 8oz, Share Bag","Haribo Goldbears Gummi Candy, Share Size",haribo,haribo,8oz,8oz,False,False,0.8938005087309258,very_high,1,"Same brand (Haribo), same product type (Goldbears gummy bears), same size (8oz), and same national/brand-class; both are share bags despite minor name wording.",gpt-5-nano
2199987,95928,"(4 pack) Duncan Hines Comstock Simply Peach Pie Filling and Topping, Ready to Use, 21 oz.",Duncan Hines Comstock Peach Pie Filling and Topping,duncan hines,duncan hines,21oz,21oz,False,False,0.9284772382505304,very_high,0,"Brand and size match, but A is explicitly a 4-pack while B is single; multi-pack vs single not confirmed as per-unit matching.",gpt-5-nano
1939931,107164,"Degree Ultra Clear Long Lasting Antiperspirant Deodorant Dry Spray, Driftwood, 3.8 oz","Degree UltraClear Antiperspirant Deodorant, Driftwood, Black + White, Dry Spray",degree,degree,3.8oz,3.8oz,False,False,0.911043050562656,very_high,1,"Same brand (Degree, national), same product type (ultra clear antiperspirant deodorant dry spray), same variant scent (Driftwood), and same size (3.8 oz).",gpt-5-nano
2267308,115122,"(3 pack) Beech-Nut Organics Stage 1 Organic Baby Food, Apple, 4 oz Jar",Beech-Nut Organics Stage 1 (4+ months) Apple,beech nut,beech nut,4oz,4oz,False,False,0.9084751448811604,very_high,0,A is a 3-pack while B is a single jar; sizes match per jar but total quantity differs.,gpt-5-nano
1923338,113117,"Listerine Pocketmist Cool Mint Oral Care Spray, Bad Breath, 7.7 mL, 2ct","Listerine Pocketmist Oral Care Mist, Cool Mint",listerine pocketmist,listerine,7.7ml,7.7ml,False,False,0.9123294456486328,very_high,1,"Same national brand (Listerine, not private-label), same product type (Pocketmist oral care spray/mist), same variant (Cool Mint), same size (7.7 mL; 2ct differs but per-unit size matches).",gpt-5-nano
2750579,2685498,"Raw Sugar The Volume Revive Conditioner, Strawberry + White Tea, 16 fl oz",Raw Sugar The Volume Revive Strawberry + White Tea Conditioner,raw sugar,raw sugar,16fl_oz,16fl_oz,False,False,0.9707319544504118,very_high,1,"Same brand class (national), same product type (conditioner), same variant/flavor (Strawberry + White Tea), and same size (16 fl oz); extra wording does not change the product.",gpt-5-nano
2054248,953861,(2 pack) Ray's No Sugar Added Sweet & Spicy Barbecue Sauce 18.5 oz,"Ray's No Sugar Added Barbecue Sauce, Original",ray s no,ray s no sugar added,18.5oz,18.5oz,False,False,0.900779109879019,very_high,0,"Same brand class and size, but product type/variant mismatch: A is Sweet & Spicy (2-pack) while B is Original single sauce.",gpt-5-nano
2065436,952540,"POWERADE Zero Sugar Grape Electrolyte Sports Drink, 20 fl oz, 8 Pack Bottles",Powerade Zero Grape Sports Drink,powerade zero,powerade,20fl_oz,20fl_oz,False,False,0.9035349749896068,very_high,0,Different brand class/branding (“powerade zero” vs “powerade”) though flavor is similar; cannot confirm same product variant.,gpt-5-nano
2052117,99107,"(4 pack) Betty Crocker Angel Food Cake Mix, Just Add Water, 16 oz",Betty Crocker Angel Food Cake Mix,betty crocker,betty crocker,16oz,16oz,False,False,0.9221372942289824,very_high,0,Different product format: A is a 4-pack (4×16 oz) while B appears to be single 16 oz; not interchangeable.,gpt-5-nano
1942223,115396,"Cetaphil Daily Hydrating Eye Gel Cream for Sensitive Skin with Hyaluronic Acid, 0.5 fl oz",Cetaphil Hydrating Eye Gel-Cream,cetaphil daily,cetaphil,0.5fl_oz,0.5fl_oz,False,False,0.8843096415637881,very_high,0,"Names/variants differ: A specifies ""Daily Hydrating Eye Gel Cream"" and includes hyaluronic acid; B is ""Hydrating Eye Gel-Cream"" without the Daily/hyaluronic acid variant.",gpt-5-nano
1935639,112515,"Every Man Jack Sandalwood Beard Wash and Beard Care Conditioner for Men,  6.7 fl oz",Every Man Jack Men Sandalwood Beard and Face Wash,every man,every man jack,6.7fl_oz,6.7fl_oz,False,False,0.9035375640817592,very_high,0,"Same brand and 6.7 fl oz, but product type differs (beard wash/face wash vs beard wash & conditioner).",gpt-5-nano
2070179,94624,"Grown in Idaho Super Crispy Hand Cut Style Fries, Frozen 28 oz Bag","Grown In Idaho Fries, Hand Cut Style",grown in idaho,grown in idaho,28oz,28oz,False,False,0.9048478483364756,very_high,0,"Name/variant mismatch: A is ""Super Crispy"" and explicitly ""Frozen 28 oz Bag"", while B is ""Hand Cut Style"" with no ""Super Crispy""/frozen or bag detail.",gpt-5-nano
2119770,950570,"Purex Fresh Mountain Breeze Liquid Laundry Detergent, 250 fl oz, 192 Loads",Purex 4 in 1 Concentrated Mountain Breeze Detergent,purex,purex,250fl_oz,250fl_oz,False,False,0.8827274494148393,very_high,0,"Same brand and size, but different detergent variant/name (Fresh Mountain Breeze vs 4-in-1 Concentrated Mountain Breeze), so not clearly the same product.",gpt-5-nano
2067765,100363,"Patak's Mild Mango Curry Simmer Sauce, 15 Ounce Bottle",Patak's Mild Mango Curry Simmer Sauce,patak s mild,patak s,15oz,15oz,False,False,0.9434002725802124,very_high,1,"Same brand class (national), same product (Mild Mango Curry simmer sauce), same flavor/variant (Mild), and same size (15 oz).",gpt-5-nano
1927022,97128,"Hint Red 4-Flavor Variety Pack Flavored Water, 16 fl oz, 12 Pack Plastic Bottles","Hint Bottled Water, 4-Flavor Blue Variety Pack",hint red,hint,16fl_oz,16fl_oz,False,False,0.8143387975922256,high,0,Variant/flavor differs: A is 'Red 4-Flavor Variety Pack' while B is 'Blue Variety Pack'; sizes and brand-class match.,gpt-5-nano
2749279,98209,"Grace Tropical Rhythms Sorrel Ginger Drink, 16 fl oz","GRACE Tropical Rhythms Juice Drink, Mango Carrot",grace tropical,grace,16fl_oz,16fl_oz,False,False,0.8395205538974027,high,0,Different flavor/variant: Sorrel Ginger (A) vs Mango Carrot (B); other attributes match.,gpt-5-nano
2070519,1863068,"Gatorade Zero Sugar Thirst Quencher Cool Blue Sports Drinks, 12 fl oz, 12 Count Bottles","Gatorade Thirst Quencher , Variety",gatorade zero,gatorade,12fl_oz,12fl_oz,False,False,0.8298643460735513,high,0,Different flavors/variants: A is Gatorade Zero Sugar Cool Blue; B is unspecified Gatorade Thirst Quencher variety (not the same zero sugar cool blue product).,gpt-5-nano
2111116,1888801,"ARM & HAMMER Light In-Wash Scent Booster, No Heavy Perfumes, No Dyes, No Parabens, Peony Blossom Scent, 24 Oz","Arm & Hammer Light Scent Booster, In-Wash, Crisp Clean",arm &,arm & hammer,24oz,24oz,False,False,0.8027308723567548,high,0,Different variant/flavor: A is peony blossom scented with specific claims; B is crisp clean without that specific scent/variant.,gpt-5-nano
1939701,113494,Desitin Rapid Relief 16 Oz. Cream,"Desitin Diaper Rash Cream, Daily Defense",desitin rapid,desitin,16oz,16oz,False,False,0.8036654030394457,high,0,"Names/variants differ: 'Desitin Rapid Relief' vs 'Diaper Rash Cream, Daily Defense' even though both are 16 oz and same brand class.",gpt-5-nano
1931520,101487,"Great Value #4 Cone Coffee Filters, 100 count",Wegmans #4 White Cone Coffee Filters,great value,wegmans,100ct,100ct,True,True,0.7899175531143547,high,0,Brand class and product identity differ: Great Value vs Wegmans (both private label) though size matches.,gpt-5-nano
2102355,111474,"Olay Complete UV Lotion with Quench, 6.0 Fl. Oz.",Olay Complete Lotion Moisturizer with SPF 15 Sensitive,olay,olay,6fl_oz,6fl_oz,False,False,0.8231996675295059,high,0,"Same brand and size, but different product variant (UV lotion with quench vs SPF 15 sensitive moisturizer).",gpt-5-nano
1948740,100097,"A Dozen Cousins Rice Cooked in Bone Broth, Collagen-Rich Gluten-Free Microwave Side Dish, 8 oz Pouch",A Dozen Cousins Classic Broth Rice Cooked in Bone Broth,a dozen,a dozen cousins,8oz,8oz,False,False,0.8342897738591244,high,0,"Names/variants differ: A specifies 'Cousins Rice Cooked in Bone Broth, Collagen-Rich Gluten-Free Microwave Side Dish' while B is 'Classic Broth'—variant/flavor not clearly the same.",gpt-5-nano
1941452,114259,"Claritin Allergy Relief 24 Hour Non-Drowsy Loratadine Antihistamine Allergy Medicine Tablets, 30 Count","Claritin Antihistamine, Non-Drowsy, Original Prescription Strength, Tablets",claritin allergy,claritin,30ct,30ct,False,False,0.8260912944087617,high,1,"Same brand class (Claritin national), same product type (loratadine antihistamine tablets 24-hour/non-drowsy), same variant intent, and same size (30 count).",gpt-5-nano
2386374,107386,Desitin Maximum Strength Diaper Rash Paste 4 oz (Pack of 4),"Desitin Diaper Rash Cream, Daily Defense",desitin maximum,desitin,4oz,4oz,False,False,0.8144723088781489,high,0,Different variant/product type: 'Desitin Maximum Strength' vs 'Daily Defense' despite same 4 oz and brand class.,gpt-5-nano
2101460,111327,"(4 pack) Dove Men+Care Restoring Liquid Body Wash for Men Sandalwood + Cardamom Oil Plant-Based Cleanser, 18 fl oz","Dove Men+Care Body + Face Wash, Hydrating Clean Comfort",dove men care,dove men care,18fl_oz,18fl_oz,False,False,0.83973229747075,high,0,"Same brand and 18 fl oz, but different product variant: A is Restoring Liquid Body Wash (Sandalwood + Cardamom) 4-pack vs B is Hydrating Body + Face Wash (different flavor/variant).",gpt-5-nano
2067454,1084123,"(3 pack) Goya Salad Olives Pitted Manzanilla Olives with Pimientos, 9.5 oz","Goya Olives, Spanish, Manzanilla",goya salad,goya,9.5oz,9.5oz,False,False,0.8279717932097543,high,0,Name indicates A is a (3 pack) while B appears to be single; size/pack configuration does not match (even though listed oz is 9.5).,gpt-5-nano
2088437,954288,"Edy's/Dreyer's Slow Churned Double Fudge Brownie Light Ice Cream, 1.5 Qt","Dreyer's Ice Cream, Caramel Delight, Slow Churned, Light",edy s dreyer s slow,dreyer s,1.5qt,1.5qt,False,False,0.822594551156147,high,0,"Same brand-class (national) and size (1.5 qt), but flavor/variant differs (Double Fudge Brownie vs Caramel Delight).",gpt-5-nano
1912332,99837,"Zbar Chocolate Brownie Soft-Baked Energy Snack Bars, Organic Granola Bars, Snacks for Kids, 18 count",Zbar Soft-Baked Chocolate Brownie Energy Snack Bars Value Pack,zbar chocolate,zbar,18ct,18ct,False,False,0.8408742487909814,high,1,"Same brand class (national), same product type (Zbar soft-baked chocolate brownie energy snack bars), same flavor, same size (18 count).",gpt-5-nano
1945959,97044,"Barilla Classic Non-GMO, Kosher Certified Mini Penne Pasta, 16 oz",Barilla Whole Grain Penne Pasta,barilla classic,barilla,16oz,16oz,False,False,0.820415938899553,high,0,"Different pasta variant: A is Classic Non-GMO, mini penne; B is whole grain penne. Size and brand class match, but product type/variant differs.",gpt-5-nano
1937514,948852,"eos 24H Moisture Super Balm Birthday Cake, Hydrating Lip Treatment, 0.35 fl oz","eos 24H Moisture Super Balm, Watermelon Frose, 0.35 oz",eos 24h,eos,0.35fl_oz,0.35fl_oz,False,False,0.8316467958246201,high,0,"Same brand class, product type, and size, but different flavor/variant (Birthday Cake vs Watermelon Frose).",gpt-5-nano
2203232,114217,"Old Spice Men's Antiperspirant, Lawn Ranger, 2.6oz","Old Spice Red Collection Antiperspirant and Deodorant, Swagger",old spice,old spice,2.6oz,2.6oz,False,False,0.8397321308827204,high,0,"Same brand and size, but different variant/fragrance (Lawn Ranger vs Swagger/Red Collection).",gpt-5-nano
1950646,95558,"(2 pack) Kraft Mac and Cheese, 5 Boxes, for Easy Dinner or Dinner Sides, Original Flavor, No Artificial Flavors, Preservatives or Dyes, 7.25 oz",Kraft Original Flavor Mac & Cheese,kraft mac,kraft,7.25oz,7.25oz,False,False,0.8321543322668986,high,1,"Same brand class (national Kraft), same product type (mac & cheese), same variant/flavor (Original), same size 7.25 oz; multi-pack in A is compatible with per-box size.",gpt-5-nano
2051983,98000,"Duncan Hines Dolly Parton's Holiday Sugar Cookie Mix With Holiday Sprinkles, 15.25 oz.",Duncan Hines Signature German Chocolate Cake Mix,duncan hines,duncan hines,15.25oz,15.25oz,False,False,0.8455774752022358,high,0,"Same brand and size, but different product/variant: holiday sugar cookie mix vs german chocolate cake mix.",gpt-5-nano
2121084,99141,"(12 pack) Great Value Mild Diced Tomatoes with Green Chilies, 10 oz","Wegmans Diced Tomatoes with Green Chilies, Mild Heat",great value,wegmans,10oz,10oz,True,True,0.7926350139421958,high,0,"Same product type and 10 oz private-label, but store item includes '(12 pack)' while the other is not a 12-pack, so size/pack count doesn’t match.",gpt-5-nano
1920928,96110,"Mezzetta Sweet Cherry Peppers, 16.0 FL OZ","Mezzetta Bell Pepper Strips, Roasted Red, Mild",mezzetta sweet,mezzetta,16fl_oz,16fl_oz,False,False,0.8254748217501582,high,0,"Different product types/variants: Sweet Cherry Peppers vs Bell Pepper Strips (Roasted Red, Mild). Size and brand class match, but flavors/products do not.",gpt-5-nano
284860,1870853,"Kraft Three Cheese Blend Shredded Cheese with a Touch of Philadelphia for a Creamy Melt, 8 oz Bag",Kraft Swiss Shredded Cheese,kraft,kraft,8oz,8oz,False,False,0.839296754933718,high,0,Different cheese variety/variant (Three Cheese Blend with Philadelphia vs Swiss) despite same brand and 8 oz size.,gpt-5-nano
2252373,113046,"Gerber 2nd Foods Organic for Baby Grain & Grow Baby Cereal, Oatmeal, 8 oz Canister","Gerber Cereal, Sitter 2nd Foods, Oatmeal Banana",gerber,gerber,8oz,8oz,False,False,0.8192808526682913,high,0,"Same brand (Gerber) and 8 oz size, but different product variant/flavor: B is 'Oatmeal Banana' vs A 'Grain & Grow Baby Cereal, Oatmeal' (no banana specified).",gpt-5-nano
2393298,954931,"Pillsbury Flaky Caramel Rolls, Refrigerated Canned Pastry Dough, 8 Count, 13.9 oz",Pillsbury Orange Icing Rolls,pillsbury flaky,pillsbury,13.9oz,13.9oz,False,False,0.8141934463288039,high,0,"Same brand class and size, but different product variant/flavor (flaky caramel rolls vs orange icing rolls)",gpt-5-nano
2050265,1088640,"Glade Automatic Spray Refill 1 CT, Pine Wonderland, 6.2 OZ. Total, Air Freshener Infused with Essential Oils","Glade Automatic Spray Refill, Air Freshener, Twinkling Pine & Cedar, 6.2 oz",glade automatic,glade,6.2oz,6.2oz,False,False,0.8459009472300207,high,0,"Same brand class and size, but different scent/variant (Pine Wonderland vs Twinkling Pine & Cedar).",gpt-5-nano
957471,1083134,"Fresh Organic Red Seedless Grapes, 2 lb Package","Wegmans Organic Grapes, Red, Seedless",marketside,wegmans,2lb,2lb,True,True,0.8051984830511846,high,0,Different brand (Marketside vs Wegmans) despite both being private-label; not the same product for matching.,gpt-5-nano
2103006,954694,"OLIPOP Prebiotic Soda, SpongeBob Pineapple Paradise, 12 fl oz, 4 pack, Pantry Pack",Olipop Ginger Ale Soda,olipop prebiotic,olipop,12fl_oz,12fl_oz,False,False,0.7807355908797697,high,0,Different product flavor/variant (SpongeBob Pineapple Paradise prebiotic soda vs Ginger Ale).,gpt-5-nano
1951973,100328,"On The Border Cantina Thins Tortilla Chips, Gluten-Free, Fiesta Size, 15 oz Bag",On the Border Mexican Grill & Cantina Cafe Style Tortilla Chips Fiesta Size,on the,on the border,15oz,15oz,False,False,0.8211444343556762,high,0,Flavor/variant differs: A is 'Cantina Thins Tortilla Chips (Gluten-Free)' while B is 'Mexican Grill & Cantina Cafe Style Tortilla Chips'.,gpt-5-nano
1939904,97794,"DeLallo Tomato Bruschetta, Made in Italy, Gluten-Free, 9.88 oz Jar","DeLallo Bruschetta, Tomato",delallo tomato,delallo,9.88oz,9.88oz,False,False,0.8329078565909952,high,1,"Same brand (national), same product type (bruschetta/tomato spread), and same size (9.88 oz); both are private_label=False.",gpt-5-nano
